408.3663	864.6663
409.2711	864.2405
410.1759	863.8146
411.0817	863.3909
411.9877	862.9677
412.8939	862.5448
413.8011	862.1241
414.7083	861.7033
415.6161	861.2840
416.5244	860.8658
417.4328	860.4476
418.3423	860.0318
419.2518	859.6161
420.1617	859.2013
421.0723	858.7881
421.9830	858.3751
422.8945	857.9638
423.8063	857.5532
424.7183	857.1429
425.6313	856.7349
426.5442	856.3268
427.4578	855.9201
428.3719	855.5146
429.2859	855.1090
430.2011	854.7059
431.1163	854.3029
432.0319	853.9009
432.9482	853.5005
433.8646	853.1000
434.7818	852.7017
435.6992	852.3038
436.6170	851.9066
437.5355	851.5112
438.4540	851.1158
439.3734	850.7224
440.2930	850.3296
441.2129	849.9374
442.1335	849.5471
443.0543	849.1568
443.9758	848.7685
444.8976	848.3808
445.8196	847.9938
446.7425	847.6087
447.6654	847.2236
448.5891	846.8405
449.5131	846.4580
450.4373	846.0763
451.3624	845.6965
452.2874	845.3166
453.2134	844.9390
454.1395	844.5618
455.0661	844.1856
455.9933	843.8111
456.9205	843.4366
457.8488	843.0647
458.7771	842.6929
459.7060	842.3226
460.6354	841.9534
461.5649	841.5848
462.4954	841.2184
463.4259	840.8521
464.3573	840.4880
465.2888	840.1244
466.2209	839.7620
467.1535	839.4013
468.0863	839.0408
469.0201	838.6829
469.9538	838.3251
470.8885	837.9694
471.8233	837.6144
472.7587	837.2608
473.6947	836.9088
474.6309	836.5573
475.5680	836.2082
476.5051	835.8591
477.4432	835.5129
478.3814	835.1669
479.3204	834.8229
480.2598	834.4800
481.1997	834.1385
482.1402	833.7987
483.0810	833.4597
484.0226	833.1232
484.9644	832.7869
485.9072	832.4536
486.8500	832.1202
487.7938	831.7897
488.7377	831.4594
489.6823	831.1313
490.6272	830.8038
491.5726	830.4780
492.5183	830.1530
493.4645	829.8293
494.4110	829.5067
495.3579	829.1849
496.3051	828.8643
497.2525	828.5443
498.2002	828.2252
499.1481	827.9067
500.0964	827.5891
501.0447	827.2719
501.9933	826.9553
502.9419	826.6389
503.8907	826.3231
504.8396	826.0074
505.7885	825.6920
506.7375	825.3767
507.6865	825.0614
508.6355	824.7461
509.5844	824.4305
510.5333	824.1149
511.4821	823.7989
512.4307	823.4827
513.3792	823.1657
514.3276	822.8486
515.2756	822.5303
516.2235	822.2119
517.1710	821.8922
518.1185	821.5723
519.0654	821.2507
520.0123	820.9291
520.9584	820.6054
521.9045	820.2816
522.8499	819.9555
523.7952	819.6293
524.7396	819.3006
525.6840	818.9716
526.6274	818.6402
527.5707	818.3083
528.5132	817.9739
529.4553	817.6387
530.3967	817.3014
531.3376	816.9627
532.2778	816.6222
533.2174	816.2798
534.1565	815.9361
535.0946	815.5898
536.0325	815.2428
536.9691	814.8924
537.9056	814.5420
538.8407	814.1874
539.7756	813.8327
540.7094	813.4747
541.6427	813.1156
542.5751	812.7542
543.5067	812.3905
544.4377	812.0258
545.3674	811.6575
546.2972	811.2892
547.2251	810.9165
548.1529	810.5434
549.0795	810.1675
550.0054	809.7895
550.9308	809.4105
551.8546	809.0277
552.7784	808.6448
553.7006	808.2581
554.6223	807.8702
555.5433	807.4808
556.4630	807.0880
557.3826	806.6951
558.3005	806.2983
559.2180	805.9007
560.1350	805.5018
561.0505	805.0996
561.9661	804.6974
562.8803	804.2921
563.7939	803.8856
564.7075	803.4788
565.6193	803.0681
566.5311	802.6575
567.4421	802.2451
568.3521	801.8305
569.2621	801.4159
570.1708	800.9985
571.0790	800.5801
571.9872	800.1616
572.8939	799.7396
573.8005	799.3176
574.7066	798.8946
575.6116	798.4691
576.5165	798.0436
577.4207	797.6165
578.3241	797.1877
579.2275	796.7589
580.1298	796.3279
581.0317	795.8959
581.9336	795.4639
582.8342	795.0292
583.7346	794.5941
584.6349	794.1589
585.5339	793.7208
586.4328	793.2828
587.3315	792.8443
588.2291	792.4033
589.1266	791.9624
590.0238	791.5208
590.9199	791.0770
591.8161	790.6332
592.7118	790.1886
593.6066	789.7422
594.5015	789.2958
595.3958	788.8483
596.2892	788.3992
597.1827	787.9502
598.0757	787.5000
598.9679	787.0484
599.8602	786.5968
600.7518	786.1441
601.6428	785.6900
602.5337	785.2359
603.4241	784.7807
604.3138	784.3242
605.2036	783.8677
606.0927	783.4101
606.9812	782.9513
607.8698	782.4924
608.7577	782.0325
609.6450	781.5714
610.5323	781.1102
611.4191	780.6481
612.3053	780.1847
613.1915	779.7213
614.0771	779.2570
614.9622	778.7914
615.8472	778.3258
616.7317	777.8594
617.6155	777.3917
618.4994	776.9239
619.3829	776.4554
620.2656	775.9856
621.1484	775.5157
622.0308	775.0452
622.9124	774.5733
623.7941	774.1014
624.6754	773.6288
625.5559	773.1548
626.4365	772.6808
627.3167	772.2064
628.1962	771.7304
629.0756	771.2544
629.9549	770.7781
630.8332	770.3000
631.7115	769.8220
632.5898	769.3438
633.4670	768.8638
634.3444	768.3838
635.2215	767.9036
636.0977	767.4217
636.9739	766.9398
637.8501	766.4577
638.7252	765.9739
639.6004	765.4900
640.4755	765.0060
641.3495	764.5203
642.2236	764.0345
643.0977	763.5486
643.9707	763.0609
644.8437	762.5732
645.7167	762.0855
646.5886	761.5959
647.4606	761.1063
648.3325	760.6166
649.2034	760.1252
650.0743	759.6337
650.9451	759.1420
651.8149	758.6487
652.6847	758.1553
653.5544	757.6617
654.4232	757.1664
655.2919	756.6712
656.1604	756.1755
657.0281	755.6784
657.8958	755.1813
658.7631	754.6836
659.6297	754.1846
660.4963	753.6855
661.3624	753.1857
662.2279	752.6848
663.0934	752.1838
663.9583	751.6819
664.8226	751.1790
665.6870	750.6761
666.5506	750.1719
667.4138	749.6671
668.2770	749.1623
669.1393	748.6558
670.0013	748.1490
670.8634	747.6422
671.7243	747.1334
672.5852	746.6246
673.4458	746.1154
674.3055	745.6046
675.1652	745.0938
676.0243	744.5820
676.8828	744.0691
677.7413	743.5563
678.5988	743.0417
679.4560	742.5268
680.3130	742.0117
681.1689	741.4945
682.0249	740.9774
682.8802	740.4593
683.7347	739.9399
684.5893	739.4205
685.4427	738.8993
686.2958	738.3777
687.1487	737.8555
688.0004	737.3315
688.8521	736.8075
689.7029	736.2819
690.5531	735.7555
691.4032	735.2289
692.2519	734.7000
693.1006	734.1711
693.9485	733.6409
694.7956	733.1095
695.6427	732.5781
696.4882	732.0441
697.3337	731.5102
698.1784	730.9749
699.0223	730.4384
699.8661	729.9019
700.7084	729.3627
701.5507	728.8236
702.3920	728.2831
703.2325	727.7414
704.0729	727.1995
704.9118	726.6551
705.7507	726.1108
706.5885	725.5648
707.4256	725.0178
708.2625	724.4703
709.0979	723.9207
709.9333	723.3711
710.7675	722.8196
711.6011	722.2673
712.4343	721.7144
713.2662	721.1595
714.0982	720.6046
714.9287	720.0476
715.7589	719.4901
716.5885	718.9318
717.4169	718.3716
718.2453	717.8115
719.0723	717.2493
719.8990	716.6866
720.7250	716.1230
721.5500	715.5579
722.3749	714.9927
723.1984	714.4253
724.0217	713.8577
724.8443	713.2891
725.6659	712.7190
726.4875	712.1489
727.3077	711.5768
728.1276	711.0043
728.9470	710.4311
729.7653	709.8563
730.5836	709.2816
731.4006	708.7050
732.2174	708.1279
733.0338	707.5504
733.8489	706.9712
734.6641	706.3920
735.4783	705.8114
736.2920	705.2301
737.1056	704.6487
737.9178	704.0653
738.7300	703.4819
739.5416	702.8978
740.3524	702.3124
741.1632	701.7271
741.9730	701.1403
742.7824	700.5531
743.5917	699.9658
744.3998	699.3767
745.2079	698.7877
746.0156	698.1981
746.8224	697.6072
747.6292	697.0164
748.4354	696.4247
749.2410	695.8322
750.0466	695.2397
750.8513	694.6461
751.6557	694.0520
752.4601	693.4579
753.2635	692.8625
754.0668	692.2670
754.8701	691.6713
755.6724	691.0743
756.4746	690.4774
757.2767	689.8802
758.0779	689.2819
758.8792	688.6835
759.6803	688.0850
760.4806	687.4854
761.2809	686.8858
762.0811	686.2860
762.8804	685.6852
763.6799	685.0844
764.4792	684.4835
765.2778	683.8816
766.0763	683.2797
766.8749	682.6778
767.6727	682.0748
768.4704	681.4719
769.2682	680.8689
770.0653	680.2651
770.8624	679.6612
771.6594	679.0573
772.4560	678.4528
773.2523	677.8479
774.0487	677.2430
774.8448	676.6379
775.6405	676.0322
776.4362	675.4265
777.2319	674.8208
778.0269	674.2142
778.8220	673.6077
779.6169	673.0011
780.4116	672.3940
781.2060	671.7866
782.0004	671.1792
782.7947	670.5716
783.5884	669.9634
784.3822	669.3552
785.1760	668.7469
785.9693	668.1382
786.7625	667.5291
787.5556	666.9201
788.3486	666.3109
789.1411	665.7011
789.9337	665.0912
790.7262	664.4814
791.5184	663.8711
792.3103	663.2605
793.1022	662.6498
793.8941	662.0392
794.6854	661.4278
795.4767	660.8163
796.2680	660.2050
797.0591	659.5933
797.8498	658.9811
798.6405	658.3688
799.4312	657.7567
800.2215	657.1439
801.0116	656.5309
801.8017	655.9180
802.5918	655.3049
803.3813	654.6912
804.1708	654.0774
804.9602	653.4636
805.7496	652.8497
806.5385	652.2351
807.3273	651.6205
808.1162	651.0060
808.9048	650.3911
809.6930	649.7757
810.4813	649.1603
811.2695	648.5450
812.0573	647.9291
812.8450	647.3129
813.6326	646.6968
814.4202	646.0806
815.2073	645.4638
815.9943	644.8468
816.7812	644.2299
817.5682	643.6129
818.3546	642.9951
819.1410	642.3773
819.9274	641.7596
820.7136	641.1417
821.4993	640.5231
822.2850	639.9045
823.0707	639.2859
823.8563	638.6671
824.6413	638.0476
825.4263	637.4282
826.2114	636.8088
826.9962	636.1890
827.7805	635.5687
828.5649	634.9484
829.3493	634.3281
830.1333	633.7074
830.9171	633.0862
831.7007	632.4651
832.4844	631.8440
833.2676	631.2222
834.0507	630.6002
834.8337	629.9782
835.6167	629.3562
836.3991	628.7335
837.1814	628.1105
837.9637	627.4877
838.7460	626.8647
839.5276	626.2410
840.3092	625.6172
841.0908	624.9933
841.8723	624.3695
842.6531	623.7448
843.4340	623.1200
844.2148	622.4953
844.9955	621.8704
845.7756	621.2446
846.5556	620.6190
847.3356	619.9932
848.1155	619.3672
848.8947	618.7405
849.6740	618.1138
850.4532	617.4871
851.2322	616.8600
852.0106	616.2322
852.7891	615.6046
853.5675	614.9769
854.3455	614.3485
855.1230	613.7198
855.9006	613.0910
856.6783	612.4623
857.4552	611.8327
858.2319	611.2029
859.0087	610.5731
859.7854	609.9432
860.5613	609.3124
861.3372	608.6814
862.1130	608.0505
862.8887	607.4194
863.6636	606.7873
864.4385	606.1552
865.2134	605.5231
865.9879	604.8906
866.7618	604.2573
867.5358	603.6240
868.3097	602.9907
869.0829	602.3567
869.8559	601.7222
870.6288	601.0876
871.4017	600.4531
872.1736	599.8174
872.9455	599.1816
873.7173	598.5459
874.4890	597.9098
875.2597	597.2726
876.0305	596.6356
876.8013	595.9984
877.5714	595.3605
878.3409	594.7220
879.1106	594.0834
879.8802	593.4449
880.6486	592.8050
881.4170	592.1650
882.1854	591.5251
882.9533	590.8845
883.7205	590.2430
884.4877	589.6016
885.2548	588.9601
886.0208	588.3173
886.7866	587.6743
887.5524	587.0312
888.3177	586.3875
889.0821	585.7427
889.8465	585.0980
890.6110	584.4533
891.3740	583.8069
892.1370	583.1605
892.8999	582.5140
893.6620	581.8666
894.4233	581.2183
895.1848	580.5699
895.9458	579.9213
896.7055	579.2710
897.4652	578.6207
898.2250	577.9705
898.9830	577.3184
899.7410	576.6661
900.4990	576.0138
901.2557	575.3600
902.0118	574.7056
902.7679	574.0511
903.5229	573.3954
904.2770	572.7386
905.0311	572.0819
905.7843	571.4241
906.5363	570.7650
907.2883	570.1058
908.0394	569.4455
908.7891	568.7838
909.5388	568.1219
910.2874	567.4589
911.0346	566.7944
911.7819	566.1298
912.5276	565.4636
913.2722	564.7961
914.0168	564.1286
914.7593	563.4587
915.5010	562.7880
916.2427	562.1173
916.9814	561.4432
917.7200	560.7691
918.4575	560.0938
919.1927	559.4160
919.9279	558.7381
920.6604	558.0573
921.3919	557.3754
922.1224	556.6926
922.8498	556.0063
923.5772	555.3201
924.3009	554.6300
925.0237	553.9390
925.7441	553.2454
926.4620	552.5492
927.1785	551.8516
927.8909	551.1498
928.6027	550.4475
929.3094	549.7401
930.0159	549.0323
930.7167	548.3190
931.4172	547.6053
932.1119	546.8859
932.8055	546.1656
933.4937	545.4401
934.1796	544.7124
934.8611	543.9806
935.5387	543.2451
936.2133	542.5070
936.8816	541.7631
937.5472	541.0168
938.2075	540.2657
938.8626	539.5103
939.5142	538.7516
940.1595	537.9878
940.7996	537.2194
941.4353	536.4474
942.0659	535.6713
942.6896	534.8897
943.3085	534.1043
943.9227	533.3151
944.5318	532.5220
945.1349	531.7244
945.7333	530.9232
946.3275	530.1188
946.9177	529.3116
947.5043	528.5017
948.0880	527.6897
948.6690	526.8759
949.2482	526.0607
949.8265	525.2448
